,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
4305,4305,I192025792,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,74,,2019-04-08 10:24,2019,4,Monday,10,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-04-08,10:24,8,24,2019-04-08 10:24,TRUE
4307,4307,I192021956,3115,Investigate Person,INVESTIGATE PERSON,A1,74,,2019-03-25 12:00,2019,3,Monday,12,Part Three,STANIFORD ST,42.36174101,-71.06376562,"(42.36174101, -71.06376562)",2019-03-25,12:00,25,0,2019-03-25 12:00,TRUE
4311,4311,I192037865,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,77,,2019-05-21 13:02,2019,5,Tuesday,13,Part Three,NEW CHARDON ST,42.36177827,-71.06262874,"(42.36177827, -71.06262874)",2019-05-21,13:02,21,2,2019-05-21 13:02,TRUE
4893,4893,192081071,613,,LARCENY SHOPLIFTING,A1,77,0,2019-09-30 11:57,2019,9,Monday,11,,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)",2019-09-30,11:57,30,57,2019-09-30 11:57,TRUE
4894,4894,192092162,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1,77,0,2019-09-30 9:00,2019,9,Monday,9,,NEW SUDBURY ST,42.361838,-71.059764,"(42.36183800, -71.05976400)",2019-09-30,9:00,30,0,2019-09-30 9:00,TRUE
4931,4931,I192064177,3207,Property Found,PROPERTY - FOUND,A1,77,,2019-08-15 20:12,2019,8,Thursday,20,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-08-15,20:12,15,12,2019-08-15 20:12,TRUE
4939,4939,I192063400,3207,Property Found,PROPERTY - FOUND,A1,77,,2019-08-13 14:13,2019,8,Tuesday,14,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-08-13,14:13,13,13,2019-08-13 14:13,TRUE
5033,5033,I192038197,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,77,,2019-05-22 14:40,2019,5,Wednesday,14,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-22,14:40,22,40,2019-05-22 14:40,TRUE
5047,5047,I192036728,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,77,,2019-05-17 12:52,2019,5,Friday,12,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-17,12:52,17,52,2019-05-17 12:52,TRUE
5054,5054,I192036121,3125,Warrant Arrests,WARRANT ARREST,A1,77,,2019-05-15 15:25,2019,5,Wednesday,15,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-15,15:25,15,25,2019-05-15 15:25,TRUE
5055,5055,I192036126,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,A1,77,,2019-05-15 14:52,2019,5,Wednesday,14,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-15,14:52,15,52,2019-05-15 14:52,TRUE
5056,5056,I192036036,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,77,,2019-05-15 12:10,2019,5,Wednesday,12,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-15,12:10,15,10,2019-05-15 12:10,TRUE
5062,5062,I192034301,1107,Fraud,FRAUD - IMPERSONATION,A1,77,,2019-05-07 8:00,2019,5,Tuesday,8,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-07,8:00,7,0,2019-05-07 8:00,TRUE
5068,5068,I192032591,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,77,,2019-05-03 8:22,2019,5,Friday,8,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-05-03,8:22,3,22,2019-05-03 8:22,TRUE
5090,5090,I192027226,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,2019-04-13 9:17,2019,4,Saturday,9,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-04-13,9:17,13,17,2019-04-13 9:17,TRUE
5091,5091,I192027224,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,2019-04-13 8:57,2019,4,Saturday,8,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-04-13,8:57,13,57,2019-04-13 8:57,TRUE
5106,5106,I192022378,3114,Investigate Property,INVESTIGATE PROPERTY,A1,77,,2019-03-27 11:24,2019,3,Wednesday,11,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-03-27,11:24,27,24,2019-03-27 11:24,TRUE
5125,5125,I192016894,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,282,,2019-03-06 14:00,2019,3,Wednesday,14,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-03-06,14:00,6,0,2019-03-06 14:00,TRUE
5148,5148,I192011070,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,77,,2019-02-11 15:49,2019,2,Monday,15,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-02-11,15:49,11,49,2019-02-11 15:49,TRUE
5149,5149,I192012988,3125,Warrant Arrests,WARRANT ARREST,A1,77,,2019-02-11 14:28,2019,2,Monday,14,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-02-11,14:28,11,28,2019-02-11 14:28,TRUE
5187,5187,I192003242,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,282,,2019-01-12 17:00,2019,1,Saturday,17,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-01-12,17:00,12,0,2019-01-12 17:00,TRUE
5190,5190,I192003042,3125,Warrant Arrests,WARRANT ARREST,B2,282,,2019-01-11 18:53,2019,1,Friday,18,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2019-01-11,18:53,11,53,2019-01-11 18:53,TRUE
5427,5427,192097597,3008,,SUICIDE / SUICIDE ATTEMPT,A1,89,0,2019-12-04 8:16,2019,12,Wednesday,8,,COMMERCIAL ST,42.362408,-71.052261,"(42.36240800, -71.05226100)",2019-12-04,8:16,4,16,2019-12-04 8:16,TRUE
5512,5512,192104072,3502,,MISSING PERSON - LOCATED,A1,74,0,2019-12-27 12:45,2019,12,Friday,12,,NEW CHARDON ST,42.362607,-71.061327,"(42.36260700, -71.06132700)",2019-12-27,12:45,27,45,2019-12-27 12:45,TRUE
5514,5514,192097688,3502,,MISSING PERSON - LOCATED,A1,74,0,2019-12-04 11:30,2019,12,Wednesday,11,,NEW CHARDON ST,42.362607,-71.061327,"(42.36260700, -71.06132700)",2019-12-04,11:30,4,30,2019-12-04 11:30,TRUE
5518,5518,192083705,2647,,THREATS TO DO BODILY HARM,A1,74,0,2019-10-16 11:20,2019,10,Wednesday,11,,NEW CHARDON ST,42.362607,-71.061327,"(42.36260700, -71.06132700)",2019-10-16,11:20,16,20,2019-10-16 11:20,TRUE
5519,5519,192086249,3114,,INVESTIGATE PROPERTY,A1,74,0,2019-10-04 14:30,2019,10,Friday,14,,NEW CHARDON ST,42.362607,-71.061327,"(42.36260700, -71.06132700)",2019-10-04,14:30,4,30,2019-10-04 14:30,TRUE
5521,5521,I192078214,2647,Other,THREATS TO DO BODILY HARM,A1,74,,2019-09-27 13:40,2019,9,Friday,13,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-09-27,13:40,27,40,2019-09-27 13:40,TRUE
5524,5524,I192075705,3115,Investigate Person,INVESTIGATE PERSON,A1,74,,2019-09-19 11:00,2019,9,Thursday,11,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-09-19,11:00,19,0,2019-09-19 11:00,TRUE
5525,5525,I192075705,801,Simple Assault,ASSAULT - SIMPLE,A1,74,,2019-09-19 11:00,2019,9,Thursday,11,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-09-19,11:00,19,0,2019-09-19 11:00,TRUE
5527,5527,I192071986,2647,Other,THREATS TO DO BODILY HARM,A1,74,,2019-09-05 11:30,2019,9,Thursday,11,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-09-05,11:30,5,30,2019-09-05 11:30,TRUE
5529,5529,I192065916,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,74,,2019-08-21 10:33,2019,8,Wednesday,10,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-08-21,10:33,21,33,2019-08-21 10:33,TRUE
5532,5532,I192065970,2647,Other,THREATS TO DO BODILY HARM,A1,74,,2019-08-15 12:00,2019,8,Thursday,12,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-08-15,12:00,15,0,2019-08-15 12:00,TRUE
5537,5537,I192052883,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,74,,2019-07-10 9:21,2019,7,Wednesday,9,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-07-10,9:21,10,21,2019-07-10 9:21,TRUE
5541,5541,I192047347,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,74,,2019-06-20 12:00,2019,6,Thursday,12,Part One,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-06-20,12:00,20,0,2019-06-20 12:00,TRUE
5542,5542,I192038549,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,74,,2019-05-23 13:29,2019,5,Thursday,13,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-05-23,13:29,23,29,2019-05-23 13:29,TRUE
5543,5543,I192038524,2647,Other,THREATS TO DO BODILY HARM,A1,74,,2019-05-23 12:30,2019,5,Thursday,12,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-05-23,12:30,23,30,2019-05-23 12:30,TRUE
5545,5545,I192036108,3115,Investigate Person,INVESTIGATE PERSON,A1,74,,2019-05-15 14:39,2019,5,Wednesday,14,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-05-15,14:39,15,39,2019-05-15 14:39,TRUE
5546,5546,I192031796,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A1,74,,2019-04-30 13:16,2019,4,Tuesday,13,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-04-30,13:16,30,16,2019-04-30 13:16,TRUE
5547,5547,I192028836,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,74,,2019-04-19 12:30,2019,4,Friday,12,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-04-19,12:30,19,30,2019-04-19 12:30,TRUE
5548,5548,I192028836,3501,Missing Person Reported,MISSING PERSON,A1,74,,2019-04-19 12:30,2019,4,Friday,12,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-04-19,12:30,19,30,2019-04-19 12:30,TRUE
5549,5549,I192028816,2647,Other,THREATS TO DO BODILY HARM,A1,74,,2019-04-19 10:30,2019,4,Friday,10,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-04-19,10:30,19,30,2019-04-19 10:30,TRUE
5550,5550,I192026062,3501,Missing Person Reported,MISSING PERSON,A1,74,,2019-04-04 12:00,2019,4,Thursday,12,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-04-04,12:00,4,0,2019-04-04 12:00,TRUE
5551,5551,I192020861,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,74,,2019-03-21 10:42,2019,3,Thursday,10,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-03-21,10:42,21,42,2019-03-21 10:42,TRUE
5552,5552,I192019236,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,74,,2019-03-15 13:15,2019,3,Friday,13,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-03-15,13:15,15,15,2019-03-15 13:15,TRUE
5557,5557,I192000384,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,74,,2019-03-03 21:00,2019,3,Sunday,21,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-03-03,21:00,3,0,2019-03-03 21:00,TRUE
5558,5558,I192000384,3501,Missing Person Reported,MISSING PERSON,A1,74,,2019-03-03 21:00,2019,3,Sunday,21,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-03-03,21:00,3,0,2019-03-03 21:00,TRUE
5559,5559,I192014444,3114,Investigate Property,INVESTIGATE PROPERTY,A1,74,,2019-02-25 9:56,2019,2,Monday,9,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-02-25,9:56,25,56,2019-02-25 9:56,TRUE
5560,5560,I192013704,2632,Evading Fare,EVADING FARE,A1,74,,2019-02-22 10:30,2019,2,Friday,10,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-02-22,10:30,22,30,2019-02-22 10:30,TRUE
5561,5561,I192012922,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,74,,2019-02-19 9:35,2019,2,Tuesday,9,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-02-19,9:35,19,35,2019-02-19 9:35,TRUE
5562,5562,I192011804,2629,Harassment,HARASSMENT,A1,74,,2019-02-14 14:30,2019,2,Thursday,14,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-02-14,14:30,14,30,2019-02-14 14:30,TRUE
5563,5563,I192010094,2629,Harassment,HARASSMENT,A1,74,,2019-02-07 8:30,2019,2,Thursday,8,Part Two,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-02-07,8:30,7,30,2019-02-07 8:30,TRUE
5565,5565,I192008163,617,Larceny,LARCENY THEFT FROM BUILDING,A1,74,,2019-01-29 12:45,2019,1,Tuesday,12,Part One,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-01-29,12:45,29,45,2019-01-29 12:45,TRUE
5566,5566,I192007508,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1,74,,2019-01-29 9:45,2019,1,Tuesday,9,Part Three,NEW CHARDON ST,42.3626075,-71.06132725,"(42.36260750, -71.06132725)",2019-01-29,9:45,29,45,2019-01-29 9:45,TRUE
5580,5580,192100006,3207,,PROPERTY - FOUND,A1,74,0,2019-12-12 11:33,2019,12,Thursday,11,,,42.362713,-71.060937,"(42.36271300, -71.06093700)",2019-12-12,11:33,12,33,2019-12-12 11:33,TRUE
5728,5728,I192018629,2610,Other,TRESPASSING,A1,65,,2019-03-13 12:45,2019,3,Wednesday,12,Part Two,BLOSSOM ST,42.36314768,-71.06689355,"(42.36314768, -71.06689355)",2019-03-13,12:45,13,45,2019-03-13 12:45,TRUE
5748,5748,I192073897,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,814,,2019-09-14 14:18,2019,9,Saturday,14,Part Three,N HARVARD ST,42.36318364,-71.12978243,"(42.36318364, -71.12978243)",2019-09-14,14:18,14,18,2019-09-14 14:18,TRUE
5751,5751,I192015194,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,814,,2019-02-27 14:30,2019,2,Wednesday,14,Part Three,N HARVARD ST,42.36318364,-71.12978243,"(42.36318364, -71.12978243)",2019-02-27,14:30,27,30,2019-02-27 14:30,TRUE
5818,5818,I192038550,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,76,,2019-05-22 18:18,2019,5,Wednesday,18,Part Three,FRIEND ST,42.36340334,-71.05985861,"(42.36340334, -71.05985861)",2019-05-22,18:18,22,18,2019-05-22 18:18,TRUE
5828,5828,I192044861,3201,Property Lost,PROPERTY - LOST,A1,89,,2019-06-11 14:00,2019,6,Tuesday,14,Part Three,FULTON ST,42.36346769,-71.05188372,"(42.36346769, -71.05188372)",2019-06-11,14:00,11,0,2019-06-11 14:00,TRUE
5829,5829,I192043561,3410,Towed,TOWED MOTOR VEHICLE,A1,89,,2019-06-09 9:14,2019,6,Sunday,9,Part Three,FULTON ST,42.36346769,-71.05188372,"(42.36346769, -71.05188372)",2019-06-09,9:14,9,14,2019-06-09 9:14,TRUE
5837,5837,I192026959,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,75,,2019-04-12 11:56,2019,4,Friday,11,Part Two,PORTLAND ST,42.36348515,-71.0608421,"(42.36348515, -71.06084210)",2019-04-12,11:56,12,56,2019-04-12 11:56,TRUE
5840,5840,I192066392,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,89,,2019-08-22 12:00,2019,8,Thursday,12,Part Three,COMMERCIAL ST,42.36348718,-71.05141487,"(42.36348718, -71.05141487)",2019-08-22,12:00,22,0,2019-08-22 12:00,TRUE
5907,5907,I192050658,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1,63,,2019-07-02 23:04,2019,7,Tuesday,23,Part Three,STANIFORD ST,42.36371778,-71.06345153,"(42.36371778, -71.06345153)",2019-07-02,23:04,2,4,2019-07-02 23:04,TRUE
5929,5929,I192015210,3410,Towed,TOWED MOTOR VEHICLE,A1,84,,2019-02-27 19:16,2019,2,Wednesday,19,Part Three,HANOVER ST,42.36379365,-71.05447076,"(42.36379365, -71.05447076)",2019-02-27,19:16,27,16,2019-02-27 19:16,TRUE
5949,5949,I192059228,617,Larceny,LARCENY THEFT FROM BUILDING,A1,88,,2019-07-31 7:19,2019,7,Wednesday,7,Part One,NORTH SQ,42.36386575,-71.05351919,"(42.36386575, -71.05351919)",2019-07-31,7:19,31,19,2019-07-31 7:19,TRUE
5952,5952,I192007403,3410,Towed,TOWED MOTOR VEHICLE,A1,88,,2019-01-28 19:43,2019,1,Monday,19,Part Three,NORTH SQ,42.36386575,-71.05351919,"(42.36386575, -71.05351919)",2019-01-28,19:43,28,43,2019-01-28 19:43,TRUE
5953,5953,I192002898,3207,Property Found,PROPERTY - FOUND,A1,88,,2019-01-11 11:30,2019,1,Friday,11,Part Three,NORTH SQ,42.36386575,-71.05351919,"(42.36386575, -71.05351919)",2019-01-11,11:30,11,30,2019-01-11 11:30,TRUE
6034,6034,I192044792,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,86,,2019-06-11 10:30,2019,6,Tuesday,10,Part Two,SALEM ST,42.3639917,-71.05561764,"(42.36399170, -71.05561764)",2019-06-11,10:30,11,30,2019-06-11 10:30,TRUE
6037,6037,I192064103,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,813,,2019-08-12 12:00,2019,8,Monday,12,Part Two,WESTERN AVE,42.36402801,-71.11962844,"(42.36402801, -71.11962844)",2019-08-12,12:00,12,0,2019-08-12 12:00,TRUE
6050,6050,I192004464,3410,Towed,TOWED MOTOR VEHICLE,A1,88,,2019-01-17 7:52,2019,1,Thursday,7,Part Three,MOON ST,42.36406324,-71.05287475,"(42.36406324, -71.05287475)",2019-01-17,7:52,17,52,2019-01-17 7:52,TRUE
6051,6051,I192001726,3410,Towed,TOWED MOTOR VEHICLE,A1,88,,2019-01-07 8:48,2019,1,Monday,8,Part Three,MOON ST,42.36406324,-71.05287475,"(42.36406324, -71.05287475)",2019-01-07,8:48,7,48,2019-01-07 8:48,TRUE
6060,6060,I192042920,3410,Towed,TOWED MOTOR VEHICLE,A1,89,,2019-06-07 8:00,2019,6,Friday,8,Part Three,FLEET ST,42.36409007,-71.05143592,"(42.36409007, -71.05143592)",2019-06-07,8:00,7,0,2019-06-07 8:00,TRUE
6076,6076,I192014437,3410,Towed,TOWED MOTOR VEHICLE,A1,86,,2019-02-25 10:42,2019,2,Monday,10,Part Three,ENDICOTT ST,42.36412662,-71.05729215,"(42.36412662, -71.05729215)",2019-02-25,10:42,25,42,2019-02-25 10:42,TRUE
6091,6091,I192022737,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,84,,2019-03-28 12:12,2019,3,Thursday,12,Part One,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)",2019-03-28,12:12,28,12,2019-03-28 12:12,TRUE
6092,6092,I192013460,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,A1,84,,2019-02-21 11:49,2019,2,Thursday,11,Part Two,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)",2019-02-21,11:49,21,49,2019-02-21 11:49,TRUE
6154,6154,I192008004,619,Larceny,LARCENY ALL OTHERS,A1,75,,2019-01-30 2:00,2019,1,Wednesday,2,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)",2019-01-30,2:00,30,0,2019-01-30 2:00,TRUE
6155,6155,I192008004,617,Larceny,LARCENY THEFT FROM BUILDING,A1,75,,2019-01-30 2:00,2019,1,Wednesday,2,Part One,PORTLAND ST,42.3642384,-71.06165515,"(42.36423840, -71.06165515)",2019-01-30,2:00,30,0,2019-01-30 2:00,TRUE
6203,6203,I192077808,3115,Investigate Person,INVESTIGATE PERSON,A1,88,,2019-09-26 14:37,2019,9,Thursday,14,Part Three,GARDEN COURT ST,42.36436093,-71.05330627,"(42.36436093, -71.05330627)",2019-09-26,14:37,26,37,2019-09-26 14:37,TRUE
6206,6206,I192018845,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,88,,2019-03-14 7:47,2019,3,Thursday,7,Part Two,GARDEN COURT ST,42.36436093,-71.05330627,"(42.36436093, -71.05330627)",2019-03-14,7:47,14,47,2019-03-14 7:47,TRUE
6223,6223,192103882,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2019-12-13 9:29,2019,12,Friday,9,,FRIEND ST,42.364392,-71.060931,"(42.36439200, -71.06093100)",2019-12-13,9:29,13,29,2019-12-13 9:29,TRUE
6290,6290,I192012017,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,88,,2019-02-15 10:31,2019,2,Friday,10,Part Three,NORTH ST,42.36447331,-71.05178218,"(42.36447331, -71.05178218)",2019-02-15,10:31,15,31,2019-02-15 10:31,TRUE
6292,6292,I192067534,3410,Towed,TOWED MOTOR VEHICLE,A1,88,,2019-08-26 9:41,2019,8,Monday,9,Part Three,FLEET ST,42.36449558,-71.05268296,"(42.36449558, -71.05268296)",2019-08-26,9:41,26,41,2019-08-26 9:41,TRUE
6293,6293,I192007804,3410,Towed,TOWED MOTOR VEHICLE,A1,88,,2019-01-30 7:55,2019,1,Wednesday,7,Part Three,FLEET ST,42.36449558,-71.05268296,"(42.36449558, -71.05268296)",2019-01-30,7:55,30,55,2019-01-30 7:55,TRUE
6310,6310,I192059854,3111,License Violation,LICENSE PREMISE VIOLATION,A1,88,,2019-08-01 23:09,2019,8,Thursday,23,Part Three,HANOVER ST,42.36454404,-71.05369186,"(42.36454404, -71.05369186)",2019-08-01,23:09,1,9,2019-08-01 23:09,TRUE
6331,6331,I192026109,1402,Vandalism,VANDALISM,A1,88,,2019-04-09 11:58,2019,4,Tuesday,11,Part Two,FLEET ST,42.36463708,-71.05308448,"(42.36463708, -71.05308448)",2019-04-09,11:58,9,58,2019-04-09 11:58,TRUE
6346,6346,I192047139,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,61,,2019-06-21 16:43,2019,6,Friday,16,Part Three,CAUSEWAY ST,42.36474297,-71.06256983,"(42.36474297, -71.06256983)",2019-06-21,16:43,21,43,2019-06-21 16:43,TRUE
6349,6349,I192016360,3201,Property Lost,PROPERTY - LOST,A1,61,,2019-03-04 10:00,2019,3,Monday,10,Part Three,CAUSEWAY ST,42.36474297,-71.06256983,"(42.36474297, -71.06256983)",2019-03-04,10:00,4,0,2019-03-04 10:00,TRUE
6379,6379,I192013673,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,85,,2019-02-20 10:00,2019,2,Wednesday,10,Part Two,N WASHINGTON ST,42.36478627,-71.05825825,"(42.36478627, -71.05825825)",2019-02-20,10:00,20,0,2019-02-20 10:00,TRUE
6395,6395,I192017836,3208,Property Lost,PROPERTY - MISSING,A1,75,,2019-03-09 11:00,2019,3,Saturday,11,Part Three,CAUSEWAY ST,42.36481242,-71.0623933,"(42.36481242, -71.06239330)",2019-03-09,11:00,9,0,2019-03-09 11:00,TRUE
6430,6430,202002635,2905,,VAL - VIOLATION OF AUTO LAW,A1,76,0,2019-12-17 9:24,2019,12,Tuesday,9,,CANAL ST,42.364895,-71.060502,"(42.36489500, -71.06050200)",2019-12-17,9:24,17,24,2019-12-17 9:24,TRUE
6481,6481,I192003867,619,Larceny,LARCENY ALL OTHERS,A1,76,,2019-01-14 12:00,2019,1,Monday,12,Part One,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)",2019-01-14,12:00,14,0,2019-01-14 12:00,TRUE
6524,6524,I192030580,613,Larceny,LARCENY SHOPLIFTING,A1,75,,2019-04-25 21:18,2019,4,Thursday,21,Part One,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)",2019-04-25,21:18,25,18,2019-04-25 21:18,TRUE
6530,6530,I192011068,619,Larceny,LARCENY ALL OTHERS,A1,75,,2019-02-11 13:50,2019,2,Monday,13,Part One,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)",2019-02-11,13:50,11,50,2019-02-11 13:50,TRUE
6531,6531,I192011068,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,75,,2019-02-11 13:50,2019,2,Monday,13,Part Two,CAUSEWAY ST,42.3649755,-71.062044,"(42.36497550, -71.06204400)",2019-02-11,13:50,11,50,2019-02-11 13:50,TRUE
6549,6549,I192003952,3114,Investigate Property,INVESTIGATE PROPERTY,A7,34,,2019-01-15 13:08,2019,1,Tuesday,13,Part Three,WEBSTER ST,42.36508091,-71.0332669,"(42.36508091, -71.03326690)",2019-01-15,13:08,15,8,2019-01-15 13:08,TRUE
6593,6593,192096394,3001,,DEATH INVESTIGATION,A1,76,0,2019-11-29 8:05,2019,11,Friday,8,,CAUSEWAY ST,42.36529,-71.061444,"(42.36529000, -71.06144400)",2019-11-29,8:05,29,5,2019-11-29 8:05,TRUE
6621,6621,192095727,801,,ASSAULT - SIMPLE,A1,61,0,2019-11-26 13:49,2019,11,Tuesday,13,,CAUSEWAY ST,42.365374,-71.061541,"(42.36537400, -71.06154100)",2019-11-26,13:49,26,49,2019-11-26 13:49,TRUE
