,Fiscal Year,Fund Number,Fund Name,Cabinet/Secretariat Name,Department Code,Department Name,Appropriation/Account Number,Appropriation/Account Name,Beginning Balance/Prior Appropriation Continued (PAC),Original Enacted Budget (General Appropriation Act),Supplemental Budget Appropriations,Transfer In,Transfer Out,Authorized Retained Revenue Floor,Authorized Retained Revenue Ceiling,Retained Revenue Estimate,Retained Revenue Collected,Planned Savings (9C Spending Cut),Total Enacted Budget Appropriation,Other Statutorily Authorized Spending,Total Available for Spending,Total Expenses,Balance Forward/Prior Appropriation Continued (PAC),Unexpended/Reverted
27257,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,14246.65,0,0,0,0,0,0,0,,14246.65,10056.68,0,4189.97
28149,2008,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,100000,100000,4797.86,0,0,,4797.86,4544.45,0,253.41
28157,2008,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,76242.4,1445,0,0,0,0,0,0,,74797.4,74113.04,0,684.36
23,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,551125.6,14721.6,0,0,0,0,0,0,,536404,527694.79,0,8709.21
800,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,75000,75000,25973.1,0,0,,25973.1,25973.1,0,0
958,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,600000,2600000,2000000,2000000,0,0,,2000000,2000000,0,0
1881,2007,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,10100,-31920,0,0,0,0,0,0,,42020,34782.86,0,7237.14
2518,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,1543725.53,251325.53,0,0,0,0,0,0,,1292400,1211197.68,0,81202.32
3006,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,850000,850000,0,0,0,,0,0,0,0
3255,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,80000000,EXECUTIVE OFFICE OF PUBLIC SAFETY -,0,0,0,465700,26700,0,0,0,0,0,0,,439000,435749,0,3251
3281,2007,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,112000,13800,0,0,0,0,0,0,,98200,94097.35,0,4102.65
3837,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,122500,60500,0,0,0,0,0,0,,62000,54582.28,0,7417.72
6279,2007,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,43645877,0,2658736.75,2658736.75,0,0,0,0,0,43645877,,43645877,43644694.35,0,1182.65
7139,2007,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,14934974,0,1386246.84,1153101.84,0,0,0,0,0,14934974,,15168119,15166713.48,0,1405.52
7815,2007,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,698791.52,87799.52,0,0,0,0,0,0,,610992,610890.56,0,101.44
8636,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101111,HAMPSHIRE SHERIFF FEDERAL RR,0,0,0,0,0,150000,313000,163000,6904,0,0,,6904,6325.34,0,578.66
9051,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,62711438,0,12643074.34,12482287.34,0,0,0,0,0,62711438,,62872225,62440483.72,0,431741.28
10507,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,55000,0,0,0,0,0,0,0,,55000,29337.92,0,25662.08
10659,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,190664,0,0,0,0,0,0,0,,190664,164869.63,0,25794.37
10786,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023301,BUREAU OF STATE BUILDINGS OPERATIONS,0,0,0,5067,67,0,0,0,0,0,0,,5000,3750.14,0,1249.86
10939,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,10220.2,370.2,0,0,0,0,0,0,,9850,9427.7,0,422.3
11136,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1050321.46,210674.46,0,0,0,0,0,0,,839647,810591.44,0,29055.56
11749,2007,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,124688.49,607.49,0,0,0,0,0,0,,124081,122325.84,0,1755.16
12189,2007,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107100,MASS SHERIFF'S ASSOCIATION Operations,0,344300,0,0,1000,0,,0,0,0,344300,,343300,252302.19,0,90997.81
12213,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,1108070,413070,0,0,0,0,0,0,,695000,678102.83,0,16897.17
12862,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,79582,600,0,0,0,0,0,0,,78982,56882.18,0,22099.82
13568,2007,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89500001,PAROLE BOARD,0,0,0,175000,0,0,0,0,0,0,0,,175000,175000,0,0
14474,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,1198345,1198345,1182743.85,0,0,,1182743.85,1166947.19,0,15796.66
15445,2007,101,Highway Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,33991.2,0,0,0,0,0,0,0,,33991.2,27203.56,0,6787.64
15923,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,36703.6,0,0,0,0,0,0,0,,36703.6,32499.83,0,4203.77
16312,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,138243,81596.2,0,0,0,0,0,0,,56646.8,56620.58,0,26.22
16369,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,57956,0,0,0,0,0,0,0,,57956,57956,0,0
16832,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,460000,12024589,250000,1615627,1375028,0,0,0,0,0,12274589,,12975188,12144394.13,250000,580793.87
17111,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,1300000,1300000,904718.01,0,0,,904718.01,904718.01,0,0
17917,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,482372,172,0,0,0,0,0,0,,482200,439697.76,0,42502.24
18182,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,96802,1041,0,0,0,0,0,0,,95761,95433.52,0,327.48
19581,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1326721.07,91260.57,0,0,0,0,0,0,,1235460.5,1208156.62,0,27303.88
20378,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
20951,2007,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,150000,150000,150000,0,0,,150000,150000,0,0
21218,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100003,Mental Health Forensics Services,0,0,0,1300000,0,0,0,0,0,0,0,,1300000,1299999.97,0,0.03
21604,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,66264176,0,3468008,5012805,0,0,0,0,0,66264176,,64719379,64123840.41,0,595538.59
21640,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,100000,100000,2484.41,0,0,,2484.41,2208.11,0,276.3
21985,2007,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,8264541,546303,1066525.06,1088640.06,0,0,0,0,0,8810844,,8788729,8787346.18,0,1382.82
22173,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,312000,632000,320000,116710.61,0,0,,116710.61,115489.34,0,1221.27
22294,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,43327484,752012,3708440.44,3708440.44,0,0,0,0,0,44079496,,44079496,44075481.29,0,4014.71
22468,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,152070.3,35219.36,0,0,0,0,0,0,,116850.94,112500.19,0,4350.75
23299,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,54500,2000,0,0,0,0,0,0,,52500,52344.65,0,155.35
23884,2007,101,Highway Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,46991.2,0,0,0,0,0,0,0,,46991.2,33324.36,0,13666.84
24430,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89500001,PAROLE BOARD,0,0,0,196416.53,46416.53,0,0,0,0,0,0,,150000,135683.35,0,14316.65
24615,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100124,Hampshire Sheriff Lease costs,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
24820,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,15992005,HURRICANE KATRINA,0,0,0,21106.06,0,0,,0,0,0,0,,21106.06,21106.06,0,0
24832,2007,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,112683,50,0,0,0,0,0,0,,112633,106730.04,0,5902.96
26272,2007,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2347601.91,360667.91,0,0,0,0,0,0,,1986934,1979648.12,0,7285.88
26323,2007,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2433059.76,205682.76,0,0,0,0,0,0,,2227377,2226705.27,0,671.73
26623,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,14375,0,0,0,0,0,0,0,,14375,13993.58,0,381.42
26673,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,577233,26200,0,0,0,0,0,0,,551033,517822.25,0,33210.75
27093,2007,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,12026,0,0,0,0,0,0,0,,12026,11731.32,0,294.68
28103,2007,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,134231,1500,0,0,0,0,0,0,,132731,127534.84,0,5196.16
115,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,11700,1850,0,0,0,0,0,0,,9850,9815.33,0,34.67
661,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,150000,150000,114518.37,0,0,,114518.37,112678.56,0,1839.81
1520,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,90482,8115,0,0,0,0,0,0,,82367,65634.91,0,16732.09
2536,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,49641858,2148858,7525831.02,5753299.02,0,0,0,0,0,51790716,,53563248,53420950.95,0,142297.05
2903,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,13112020,287535,1313958.95,897387.95,0,0,0,0,0,13399555,,13816126,13810155.02,0,5970.98
3073,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1239159.48,107746.48,0,0,0,0,0,0,,1131413,1127194,0,4219
5440,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100003,Mental Health Forensics Services,0,0,0,1300000,0,0,0,0,0,0,0,,1300000,1299880.02,0,119.98
5810,2006,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70197.28,0,2.72
5947,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100108,FRANKLIN COUNTY CORRECTIONS,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
6720,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,120170,1927,0,0,0,0,0,0,,118243,114096.08,0,4146.92
6734,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,571341,59800,0,0,0,0,0,0,,511541,503595.15,0,7945.85
7046,2006,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,15991110,Sheriff Salary Reserve,0,0,0,8036,0,0,0,0,0,0,0,,8036,8035.69,0,0.31
7079,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
7498,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101111,HAMPSHIRE SHERIFF FEDERAL RR,0,0,0,0,0,150000,313000,163000,163000,0,0,,163000,162918.83,0,81.17
7691,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,312000,632000,320000,223472.27,0,0,,223472.27,219177.91,0,4294.36
7729,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,96646.8,30000,0,0,0,0,0,0,,66646.8,36451.51,0,30195.29
8323,2006,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,2242363.67,417024.67,0,0,0,0,0,0,,1825339,1823074.45,0,2264.55
9069,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52337.98,0,162.02
10115,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,850000,850000,703111,0,0,,703111,698852.86,0,4258.14
10203,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,15991110,Sheriff Salary Reserve,0,0,0,8036,0,0,0,0,0,0,0,,8036,8036,0,0
11366,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,75000,75000,58703.45,0,0,,58703.45,56824.83,0,1878.62
12057,2006,101,Highway Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,31991.2,0,0,0,0,0,0,0,,31991.2,30294,0,1697.2
12123,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,625324,78362,0,0,0,0,0,0,,546962,531836.74,0,15125.26
12817,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,41703.6,0,0,0,0,0,0,0,,41703.6,36128.4,0,5575.2
13360,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,85832,632,0,0,0,0,0,0,,85200,85200,0,0
13406,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,15991110,Sheriff Salary Reserve,0,0,0,19313,0,0,0,0,0,0,0,,19313,19313,0,0
13671,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,517149.23,24658.23,0,0,0,0,0,0,,492491,482479.72,0,10011.28
14121,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,79886,0,0,0,0,0,0,0,,79886,77580.14,0,2305.86
15096,2006,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,57956,0,0,0,0,0,0,0,,57956,57956,0,0
15335,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,42020,0,0,0,0,0,0,0,,42020,30487.16,0,11532.84
16015,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,55164711,1500000,4449422,3234399,0,0,0,0,0,56664711,,57879734,57206395.31,0,673338.69
16414,2006,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,15991110,Sheriff Salary Reserve,0,0,0,8036,0,0,0,0,0,0,0,,8036,8035.58,0,0.42
16726,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,226194.8,0,0,0,0,0,0,0,,226194.8,222610.7,0,3584.1
17703,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,15991110,Sheriff Salary Reserve,0,0,0,10855,0,0,0,0,0,0,0,,10855,10855,0,0
17740,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,15164.35,164.35,0,0,0,0,0,0,,15000,12741.49,0,2258.51
18067,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,1510701.2,218301.2,0,0,0,0,0,0,,1292400,1270859.87,0,21540.13
18912,2006,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,146062,26105,0,0,0,0,0,0,,119957,112648.81,0,7308.19
19217,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,225000,10874732,460000,1317613.75,641617.75,0,0,0,0,0,11334732,,12235728,11670308.11,460000,105419.89
19465,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,1300000,1300000,710568.31,0,0,,710568.31,710336.55,0,231.76
20231,2006,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,1995467.17,180069.17,0,0,0,0,0,0,,1815398,1813351.75,0,2046.25
20582,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,15991110,Sheriff Salary Reserve,0,0,0,10855,0,0,0,0,0,0,0,,10855,10855,0,0
21154,2006,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,48066.11,41098321,0,3647445.51,3064846.51,0,0,0,0,0,41098321,,41728986.11,41725883.62,0,3102.49
21348,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,64868,2868,0,0,0,0,0,0,,62000,33925.98,0,28074.02
22424,2006,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,3391004,COMMUNITY CORRECTIONS PROGRAMS,0,0,0,714293.18,150748.18,0,0,0,0,0,0,,563545,562830.78,0,714.22
22438,2006,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,128212.61,4131.61,0,0,0,0,0,0,,124081,123375.57,0,705.43
22835,2006,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,55731.38,6264939,984310,1024034,926380,0,0,0,0,0,7249249,,7402634.38,7385074.77,0,17559.61
24332,2006,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107100,MASS SHERIFF'S ASSOCIATION Operations,24371.07,344300,0,0,1000,0,,0,0,0,344300,,367671.07,245517.11,0,122153.96
24776,2006,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,428919.75,40534727,0,2629551.66,1358528.66,0,0,0,0,0,40534727,,42234669.75,42220930.06,0,13739.69
24808,2006,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,0,0,0,14375,0,0,0,0,0,0,0,,14375,11295.74,0,3079.26
25944,2006,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,90543,5055,0,0,0,0,0,0,,85488,78965.18,0,6522.82
26913,2006,101,Highway Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,0,0,0,36991.2,0,0,0,0,0,0,0,,36991.2,34341.43,0,2649.77
